Date,AssetPrice,AssetPriceUSD,GoldPrice,Ratio
1986-06-16,1712.35,2607.9090,337.5,7.72713793
1986-06-17,1717.3,2578.1825,339.3,7.59853372
1986-06-18,1730.01,2594.8420,340.5,7.62068135
1986-06-19,1730.29,2601.4910,340.9,7.63124381
1986-06-20,1746.54,2618.0635,342.7,7.63951987
1986-06-23,1745.97,2618.0820,343.3,7.62622201
1986-06-24,1741.03,2640.2720,345.2,7.64852837
1986-06-25,1750.64,2654.4954,347.1,7.64763881
1986-06-26,1760.52,2675.1101,346.6,7.71814812
1986-06-27,1761.37,2693.3109,346.9,7.76394023
1986-06-30,1770.98,2713.3185,347.7,7.80361938
1986-07-01,1788.21,2770.6526,345.8,8.01229778
1986-07-02,1792.02,2753.9763,344.9,7.98485455
1986-07-03,1788.78,2764.7384,344.9,8.01605790
1986-07-04,1785.39,2759.4988,344.9,8.00086629
1986-07-07,1780.44,2731.5510,345.9,7.89693856
1986-07-08,1756.14,2688.4747,351.2,7.65511027
1986-07-09,1753.74,2672.5244,349.6,7.64452055
1986-07-10,1766.03,2676.2419,348.6,7.67711378
1986-07-11,1765.18,2655.1838,347.8,7.63422587
1986-07-14,1751.77,2593.3203,346.4,7.48649050
1986-07-15,1741.59,2601.7613,349.1,7.45276798
1986-07-16,1741.31,2636.3433,348.7,7.56049137
1986-07-17,1749.51,2650.8576,348.7,7.60211515
1986-07-18,1741.31,2619.6268,356.5,7.34818167
1986-07-21,1710.52,2564.0695,355.6,7.21054409
1986-07-22,1705.71,2541.3373,353.7,7.18500800
1986-07-23,1711.51,2553.4018,349,7.31633745
1986-07-24,1699.22,2538.1249,349.3,7.26631810
1986-07-25,1683.82,2496.0948,348.2,7.16856625
1986-07-28,1681.84,2490.1323,355.1,7.01248185
1986-07-29,1677.18,2495.4761,358.6,6.95894066
1986-07-30,1693.14,2522.1013,358.6,7.03318835
1986-07-31,1690.18,2521.0725,369.7,6.81923854
1986-08-01,1691.73,2512.5574,367.5,6.83689087
1986-08-04,1688.62,2482.6091,367,6.76460252
1986-08-05,1690.6,2510.2029,366.1,6.85660443
1986-08-06,1678.31,2482.0527,367.5,6.75388479
1986-08-07,1660.65,2452.2819,369.3,6.64035162
1986-08-08,1658.39,2442.8085,382.5,6.38642737
1986-08-11,1662.77,2470.3774,398.5,6.19919044
1986-08-12,1680.15,2494.3507,392.4,6.35665313
1986-08-13,1696.39,2520.6659,391.7,6.43519505
1986-08-14,1704.44,2544.7289,393.7,6.46362438
1986-08-15,1717.58,2565.8928,390.2,6.57583998
1986-08-18,1730.15,2583.1140,382.8,6.74794658
1986-08-19,1733.12,2602.2797,381,6.83013039
1986-08-20,1730.29,2602.3562,385.1,6.75761143
1986-08-21,1737.22,2602.5293,390.6,6.66290139
1986-08-22,1734.11,2577.7545,379.5,6.79250202
1986-08-26,1741.03,2582.8180,385.6,6.69817947
1986-08-27,1746.68,2592.2478,386.3,6.71045247
1986-08-28,1754.87,2597.9095,392,6.62732028
1986-08-29,1763.07,2623.6245,393.3,6.67079702
1986-09-01,1779.45,2647.9995,393.3,6.73277281
1986-09-02,1785.67,2659.2198,411.5,6.46225945
1986-09-03,1788.92,2682.4855,410.3,6.53786386
1986-09-04,1796.69,2701.8624,415.5,6.50267731
1986-09-05,1803.75,2696.9670,428.3,6.29691104
1986-09-08,1794.28,2667.1972,416.4,6.40537277
1986-09-09,1794.57,2662.9624,414.4,6.42606762
1986-09-10,1791.18,2653.6332,409.8,6.47543477
1986-09-11,1782.28,2619.0605,413,6.34155075
1986-09-12,1735.94,2562.2474,421.5,6.07887886
1986-09-15,1750.21,2591.7110,422.3,6.13713229
1986-09-16,1727.04,2548.4202,420.2,6.06477921
1986-09-17,1723.65,2542.5561,418.8,6.07105090
1986-09-18,1728.6,2544.3263,422.6,6.02064917
1986-09-19,1714.76,2530.2999,441,5.73764140
1986-09-22,1721.39,2506.3438,445.2,5.62970314
1986-09-23,1720.12,2491.7658,436,5.71505925
1986-09-24,1718.15,2485.3040,436,5.70023847
1986-09-25,1705.01,2445.4958,438.8,5.57314458
1986-09-26,1683.11,2417.2826,431.5,5.60204538
1986-09-29,1665.6,2386.9714,427.1,5.58878801
1986-09-30,1665.46,2409.0879,429.8,5.60513702
1986-10-01,1671.39,2413.9886,429.2,5.62439091
1986-10-02,1673.22,2399.5648,441.1,5.43995648
1986-10-03,1661.92,2397.1534,437.5,5.47920779
1986-10-06,1670.68,2403.4402,442.8,5.42782350
1986-10-07,1680.99,2407.1777,444.8,5.41182032
1986-10-08,1682.55,2389.3893,442.4,5.40097029
1986-10-09,1697.66,2413.2237,433,5.57326487
1986-10-10,1695.69,2430.7716,434.5,5.59441108
1986-10-13,1702.61,2440.6914,437.2,5.58255132
1986-10-14,1701.19,2444.6100,430.5,5.67853666
1986-10-15,1713.34,2466.6956,428.7,5.75389689
1986-10-16,1724.22,2478.7387,427.4,5.79957574
1986-10-17,1730.72,2477.3526,422.2,5.86772290
1986-10-20,1727.04,2469.3218,428.9,5.75733689
1986-10-21,1727.04,2480.3748,427.9,5.79662269
1986-10-22,1727.61,2472.2099,428.7,5.76675976
1986-10-23,1717.3,2445.2635,417.5,5.85691849
1986-10-24,1713.48,2420.4618,409.7,5.90788833
1986-10-27,1718.15,2416.9216,410.3,5.89062053
1986-10-28,1719.56,2434.2091,413.9,5.88115278
1986-10-29,1731.14,2443.3310,407.3,5.99884850
1986-10-30,1745.27,2438.4912,409.9,5.94899059
1986-10-31,1751.91,2462.3095,405.5,6.07227991
1986-11-03,1760.95,2485.4048,406.8,6.10964806
1986-11-04,1760.38,2490.5856,411.1,6.05834499
1986-11-05,1760.66,2505.5952,408.5,6.13364809
1986-11-06,1769.56,2532.2404,412.4,6.14025306
1986-11-07,1776.63,2533.2967,410.6,6.16974359
1986-11-10,1784.96,2561.9531,407.5,6.28700144
1986-11-11,1786.8,2564.5940,409.3,6.26580513
1986-11-12,1794.99,2560.1942,409.4,6.25352769
1986-11-13,1776.49,2530.2547,409.5,6.17888817
1986-11-14,1779.31,2544.7692,398.8,6.38106610
1986-11-17,1767.59,2524.4720,389.3,6.48464433
1986-11-18,1766.88,2513.7402,394.5,6.37196496
1986-11-19,1747.1,2477.3878,388.5,6.37680257
1986-11-20,1754.31,2474.9805,391.7,6.31856152
1986-11-21,1761.94,2507.0644,379.3,6.60971375
1986-11-24,1770.98,2508.7703,382.4,6.56059171
1986-11-25,1771.12,2518.7098,385.6,6.53192363
1986-11-26,1781.85,2550.5401,387.1,6.58884033
1986-11-27,1790.47,2562.8788,387.1,6.62071495
1986-11-28,1797.96,2577.3757,394.8,6.52830714
1986-12-01,1787.22,2568.9500,397.5,6.46276737
1986-12-02,1794,2573.1342,392.9,6.54908170
1986-12-03,1787.65,2559.9148,395.8,6.46769783
1986-12-04,1783.83,2549.4498,391.7,6.50867969
1986-12-05,1786.37,2552.0082,392.9,6.49531225
1986-12-08,1794.85,2547.9691,393.7,6.47185436
1986-12-09,1797.25,2558.3854,390.4,6.55324123
1986-12-10,1793.15,2555.4181,393.1,6.50068193
1986-12-11,1797.82,2558.4776,393.7,6.49854621
1986-12-12,1798.1,2566.0685,395.8,6.48324535
1986-12-15,1799.79,2577.2993,398.4,6.46912470
1986-12-16,1800.22,2573.2345,396.3,6.49314779
1986-12-17,1798.38,2571.3237,395.3,6.50474001
1986-12-18,1793.58,2565.8955,397.8,6.45021505
1986-12-19,1786.8,2559.5910,395.8,6.46687974
1986-12-22,1799.37,2593.7919,396.3,6.54502108
1986-12-23,1805.16,2621.8144,391.5,6.69684389
1986-12-24,1805.16,2633.0064,393,6.69976177
1986-12-29,1814.2,2663.6084,391.9,6.79665333
1986-12-30,1815.33,2665.9936,392.4,6.79407145
1986-12-31,1817.87,2695.1741,406.9,6.62367673
1987-01-02,1819.85,2711.3945,404,6.71137256
1987-01-05,1832.57,2699.0091,405,6.66421999
1987-01-06,1840.19,2716.4885,402.2,6.75407379
1987-01-07,1864.21,2741.5072,404.3,6.78087367
1987-01-08,1893.17,2791.8578,403.9,6.91225006
1987-01-09,1908.28,2820.4378,407.5,6.92131985
1987-01-12,1927.78,2875.4766,410.2,7.00993820
1987-01-13,1937.52,2887.4861,412.3,7.00336177
1987-01-14,1926.5,2899.9605,419.2,6.91784458
1987-01-15,1946.85,2928.0624,417,7.02173237
1987-01-16,1959.13,2968.8656,417.3,7.11446346
1987-01-19,1946,2948.9684,423.3,6.96661564
1987-01-20,1954.61,2971.3981,408.2,7.27927026
1987-01-21,1933.57,2932.8390,408.8,7.17426364
1987-01-22,1952.35,2991.1954,408.9,7.31522483
1987-01-23,1965.49,2988.5275,405.3,7.37361842
1987-01-26,1961.96,2996.3053,411.3,7.28496307
1987-01-27,1983.01,3045.7051,419.8,7.25513354
1987-01-28,1991.48,3059.1124,414.7,7.37668779
1987-01-29,1993.6,3063.7645,416.6,7.35421143
1987-01-30,1990.64,3013.4308,408.9,7.36960340
1987-02-02,2005.61,3056.9508,404.8,7.55175583
1987-02-03,2007.87,3067.4230,407.2,7.53296414
1987-02-04,2005.89,3054.5693,406.2,7.51986532
1987-02-05,2016.77,3055.2049,412,7.41554581
1987-02-06,2035.7,3066.7820,407.4,7.52769281
1987-02-09,2051.94,3116.4865,407.2,7.65345401
1987-02-10,2044.6,3138.8699,406.2,7.72740010
1987-02-11,2047.7,3119.0566,405.5,7.69187827
1987-02-12,2047.14,3109.1962,398.3,7.80616679
1987-02-13,2055.19,3123.8888,400.7,7.79607886
1987-02-16,2080.9,3162.9680,400.7,7.89360619
1987-02-17,2103.5,3219.4068,394.9,8.15246075
1987-02-18,2135.43,3269.7704,395.3,8.27161755
1987-02-19,2097.43,3200.6782,402.7,7.94804614
1987-02-20,2114.24,3230.7701,408.7,7.90499179
1987-02-23,2117.63,3265.3855,404.6,8.07065116
1987-02-24,2107.46,3244.6454,404.6,8.01939055
1987-02-25,2115.65,3251.7541,405.2,8.02505935
1987-02-26,2121.3,3265.5292,408.5,7.99395158
1987-02-27,2126.39,3286.9737,407.4,8.06817296
1987-03-02,2145.03,3354.8269,405.6,8.27126953
1987-03-03,2141.78,3341.3910,409.1,8.16766311
1987-03-04,2156.76,3373.6040,412.2,8.18438620
1987-03-05,2156.9,3403.1568,408.8,8.32474760
1987-03-06,2145.6,3409.5730,407.8,8.36089495
1987-03-09,2143.06,3403.3936,406.5,8.37243195
1987-03-10,2143.62,3396.1372,408.3,8.31774961
1987-03-11,2152.1,3423.5607,408.3,8.38491472
1987-03-12,2153.79,3421.5108,409.9,8.34718418
1987-03-13,2170.32,3418.4710,405,8.44066921
1987-03-16,2173.29,3440.3181,406.6,8.46118561
1987-03-17,2184.16,3488.9772,406.8,8.57664008
1987-03-18,2184.87,3508.2458,406,8.64099941
1987-03-19,2173,3483.9709,406.1,8.57909604
1987-03-20,2186.85,3503.9898,406.3,8.62414412
1987-03-23,2209.17,3572.4488,410.8,8.69632134
1987-03-24,2240.52,3607.2372,414.1,8.71102922
1987-03-25,2238.83,3594.8893,413.3,8.69801435
1987-03-26,2234.03,3587.6288,416.3,8.61789281
1987-03-27,2246.74,3601.0749,427.5,8.42356695
1987-03-30,2224,3575.5248,425.9,8.39522141
1987-03-31,2190.24,3520.1537,422.7,8.32778265
1987-04-01,2172.16,3480.0175,422.5,8.23672790
1987-04-02,2187.41,3514.9491,422.2,8.32531769
1987-04-03,2163.4,3481.9923,423.9,8.21418330
1987-04-06,2185.72,3534.5278,422.6,8.36376671
1987-04-07,2179.36,3526.4224,426.2,8.27410234
1987-04-08,2172.01,3503.2349,424.1,8.26039832
1987-04-09,2180.91,3527.8400,436.5,8.08210771
1987-04-10,2140.51,3478.7569,436.7,7.96601065
1987-04-13,2127.09,3453.1179,440.8,7.83375206
1987-04-14,2112.97,3450.2687,454.6,7.58968041
1987-04-15,2132.74,3482.5511,446.5,7.79966662
1987-04-16,2148,3503.6028,447.3,7.83278068
1987-04-21,2138.25,3491.5484,451,7.74179252
1987-04-22,2149.98,3499.3074,452.5,7.73327613
1987-04-23,2156.33,3529.6966,463.4,7.61695420
1987-04-24,2175.83,3605.3503,465.5,7.74511345
1987-04-27,2172.16,3622.0768,446,8.12124843
1987-04-28,2198.15,3636.8392,454.7,7.99832675
1987-04-29,2212.27,3671.2621,453.5,8.09539595
1987-04-30,2219.9,3686.3659,456.5,8.07528136
1987-05-01,2239.82,3737.3637,459.5,8.13354440
1987-05-05,2243.49,3788.3572,460.8,8.22126132
1987-05-06,2261.01,3807.7669,460.8,8.26338312
1987-05-07,2260.44,3795.2788,459.6,8.25778668
1987-05-08,2284.46,3824.6429,456.7,8.37451923
1987-05-11,2329.52,3862.5771,457.7,8.43910228
1987-05-12,2312.99,3860.8429,461.5,8.36585679
1987-05-13,2341.81,3914.8038,460,8.51044299
1987-05-14,2352.54,3947.3269,465.6,8.47793571
1987-05-15,2363.99,3967.0116,476.2,8.33055779
1987-05-18,2365.12,3982.3891,472.8,8.42298870
1987-05-19,2382.63,4009.2515,478.3,8.38229459
1987-05-20,2358.48,3969.0860,473.3,8.38598350
1987-05-21,2357.06,3957.5037,470.3,8.41484954
1987-05-22,2359.61,3947.1556,464.6,8.49581491
1987-05-26,2340.4,3824.2136,451.8,8.46439486
1987-05-27,2334.04,3764.5731,448.5,8.39369703
1987-05-28,2341.67,3806.3846,459.5,8.28375318
1987-05-29,2357.21,3841.0737,456,8.42340723
1987-06-01,2388.71,3879.7428,451.6,8.59110448
1987-06-02,2393.37,3933.2643,461.8,8.51724612
1987-06-03,2388.71,3924.8894,455.5,8.61666169
1987-06-04,2375.99,3856.4694,458.2,8.41656344
1987-06-05,2390.4,3898.9814,458.8,8.49821587
1987-06-08,2385.03,3907.8717,454.3,8.60196270
1987-06-09,2406.93,3998.1514,462.8,8.63904802
1987-06-10,2406.79,3991.4205,461.3,8.65254831
1987-06-11,2413.29,4009.4400,468.3,8.56169124
1987-06-12,2434.62,4022.2357,458.9,8.76495032
1987-06-15,2476.29,4041.0577,456.7,8.84838549
1987-06-16,2479.11,4050.8657,451.9,8.96407555
1987-06-17,2504.26,4092.7121,451.8,9.05868109
1987-06-18,2504.82,4082.1052,454.6,8.97955379
1987-06-19,2487.16,4019.9967,448.7,8.95920817
1987-06-22,2482.08,3959.4140,440.8,8.98233670
1987-06-23,2479.25,3964.3207,443.8,8.93267406
1987-06-24,2502.14,4057.9707,446.4,9.09043605
1987-06-25,2509.34,4045.3070,443.8,9.11515776
1987-06-26,2521.77,4061.5628,450.1,9.02368976
1987-06-29,2544.23,4072.8034,449.4,9.06275786
1987-06-30,2556.24,4122.1926,452.2,9.11586162
1987-07-01,2558.36,4133.0306,449.4,9.19677477
1987-07-02,2578.7,4165.8898,448.8,9.28228576
1987-07-03,2607.38,4198.6640,448.8,9.35531197
1987-07-06,2634.5,4263.6748,450.3,9.46852054
1987-07-07,2639.87,4276.5894,446.1,9.58661601
1987-07-08,2646.22,4280.5255,446.8,9.58040616
1987-07-09,2668.26,4316.1774,446.8,9.66020004
1987-07-10,2687.33,4335.7382,446,9.72138615
1987-07-13,2720.39,4399.6867,448.6,9.80759418
1987-07-14,2724.62,4388.2730,449.5,9.76256501
1987-07-15,2750.33,4486.6133,455.3,9.85419137
1987-07-16,2774.77,4524.2625,455.4,9.93470023
1987-07-17,2767,4447.9525,449.3,9.89973848
1987-07-20,2738.75,4387.7514,452.3,9.70097585
1987-07-21,2714.17,4329.6440,453.7,9.54296668
1987-07-22,2680.69,4276.2367,455.7,9.38388564
1987-07-23,2656.39,4259.7870,455.7,9.34778803
1987-07-24,2670.8,4280.7582,454.5,9.41860999
1987-07-27,2656.54,4243.5570,454.2,9.34292601
1987-07-28,2686.91,4295.0256,457,9.39830555
1987-07-29,2707.81,4333.3083,468.8,9.24340517
1987-07-30,2718.41,4332.8737,473.3,9.15460321
1987-07-31,2710.07,4311.1794,475.1,9.07425670
1987-08-03,2674.76,4235.4825,488.3,8.67393500
1987-08-04,2631.11,4131.1058,488.9,8.44979712
1987-08-05,2631.53,4153.8701,477.6,8.69738297
1987-08-06,2580.68,4066.6355,478.6,8.49694013
1987-08-07,2520.78,3949.3060,464.8,8.49678577
1987-08-10,2525.16,3956.1682,470.6,8.40664720
1987-08-11,2569.38,4032.8988,474.2,8.50463696
1987-08-12,2590.71,4090.7311,473,8.64848011
1987-08-13,2588.59,4088.6779,467.8,8.74022639
1987-08-14,2611.33,4148.8811,461.2,8.99583934
1987-08-17,2588.31,4117.4835,463.1,8.89113269
1987-08-18,2557.51,4134.9822,467.7,8.84109935
1987-08-19,2528.27,4083.1561,467.3,8.73776172
1987-08-20,2516.41,4081.1137,462.2,8.82975711
1987-08-21,2538.72,4135.3210,465.7,8.87979602
1987-08-24,2557.37,4168.5131,469.3,8.88240592
1987-08-25,2577.01,4170.6330,465.8,8.95369898
1987-08-26,2576.3,4165.3618,465.8,8.94238265
1987-08-27,2575.59,4195.3786,463.7,9.04761387
1987-08-28,2585.76,4220.9946,461.3,9.15021596
1987-09-01,2598.62,4261.4769,462.8,9.20803141
1987-09-02,2589.58,4271.7712,473.4,9.02359774
1987-09-03,2614.58,4332.3591,471.7,9.18456447
1987-09-04,2630.83,4350.6036,470.8,9.24087419
1987-09-07,2636.34,4359.7155,470.8,9.26022825
1987-09-08,2633.37,4370.0775,465.5,9.38792162
1987-09-09,2617.97,4322.2685,464.5,9.30520661
1987-09-10,2620.23,4309.4923,470.6,9.15744216
1987-09-11,2624.47,4330.9004,464.3,9.32780615
1987-09-14,2634.92,4313.8910,463.8,9.30118806
1987-09-15,2636.62,4330.9120,465.9,9.29579741
1987-09-16,2643.12,4348.7253,465.1,9.35008673
1987-09-17,2666.28,4388.9635,466.9,9.40022169
1987-09-18,2680.27,4436.9190,465.3,9.53560919
1987-09-21,2693.97,4439.6626,469.3,9.46018018
1987-09-22,2690.86,4415.7013,468.9,9.41714920
1987-09-23,2708.66,4448.4323,468.7,9.49100132
1987-09-24,2685.21,4395.4202,468.7,9.37789684
1987-09-25,2712.33,4452.2897,466.6,9.54198392
1987-09-28,2733.1,4487.2036,466.4,9.62093392
1987-09-29,2743.55,4466.7738,464.4,9.61837587
1987-09-30,2753.72,4474.7950,458.8,9.75325850
1987-10-01,2782.82,4498.7068,459.7,9.78617971
1987-10-02,2800.34,4539.3511,460.3,9.86172309
1987-10-05,2799.91,4545.9339,462.8,9.82267475
1987-10-06,2784.38,4543.8297,462.7,9.82025010
1987-10-07,2776.47,4554.5214,463.4,9.82848811
1987-10-08,2798.78,4597.2760,466.5,9.85482535
1987-10-09,2804.01,4628.5793,466.9,9.91342752
1987-10-12,2792.85,4610.1575,466.7,9.87820333
1987-10-13,2802.6,4615.6019,464,9.94741797
1987-10-14,2789.04,4610.8409,465.8,9.89875682
1987-10-15,2769.4,4608.0047,467.8,9.85037336
1987-10-16,2766.15,4603.9801,476.3,9.66613491
1987-10-19,2528.55,4247.4583,486.8,8.72526354
1987-10-20,2243.49,3711.4055,467.5,7.93883531
1987-10-21,2340.54,3865.4018,471.7,8.19461906
1987-10-22,2219.48,3661.2542,473.2,7.73722360
1987-10-23,2143.34,3590.0945,476.7,7.53114013
1987-10-26,1942.33,3279.2357,479.4,6.84029149
1987-10-27,1950.8,3309.7273,478.8,6.91254653
1987-10-28,1901.08,3250.8468,480.5,6.76555005
1987-10-29,1905.17,3274.6062,468.7,6.98657179
1987-10-30,1964.22,3381.9940,471.2,7.17740661
1987-11-02,1948.68,3388.3648,472.5,7.17114240
1987-11-03,1894.3,3296.0820,470.6,7.00399915
1987-11-04,1794.71,3136.9736,468.2,6.70007178
1987-11-05,1803.18,3214.7093,459.2,7.00067357
1987-11-06,1784.82,3181.9771,462.1,6.88590586
1987-11-09,1723.65,3090.1597,463.3,6.66988932
1987-11-10,1688.06,3015.5504,462.4,6.52151900
1987-11-11,1763.63,3150.5486,463.1,6.80317131
1987-11-12,1830.73,3217.5080,464.7,6.92383898
1987-11-13,1822.68,3222.4982,465.6,6.92117320
1987-11-16,1849.52,3236.2901,464.3,6.97025651
1987-11-17,1829.18,3226.6735,465.8,6.92716514
1987-11-18,1826.21,3232.7569,464.8,6.95515693
1987-11-19,1801.35,3206.9434,465.8,6.88480765
1987-11-20,1774.65,3157.1024,470.3,6.71295418
1987-11-23,1795.7,3214.6621,476,6.75349189
1987-11-24,1828.19,3240.8324,475.4,6.81706439
1987-11-25,1823.1,3267.7244,476.9,6.85201183
1987-11-26,1830.73,3281.4005,476.9,6.88068872
1987-11-27,1828.19,3310.1208,492.3,6.72378796
1987-11-30,1754.03,3202.5080,497.2,6.44108603
1987-12-01,1755.58,3191.4689,496.2,6.43181959
1987-12-02,1773.24,3212.9336,493.7,6.50786623
1987-12-03,1765.18,3189.1507,493.8,6.45838539
1987-12-04,1750.64,3147.4757,487.8,6.45238962
1987-12-07,1763.77,3164.2034,486.5,6.50401517
1987-12-08,1786.94,3209.3442,488.6,6.56844912
1987-12-09,1800.22,3244.1765,489.4,6.62888529
1987-12-10,1794.71,3283.9604,497.2,6.60490820
1987-12-11,1841.47,3384.4377,502,6.74190779
1987-12-14,1845.56,3390.1092,500.4,6.77479849
1987-12-15,1876.07,3436.0222,487.2,7.05259073
1987-12-16,1895.85,3472.8180,490.1,7.08593762
1987-12-17,1924.95,3532.6682,489.7,7.21394372
1987-12-18,1941.62,3545.0098,484,7.32440040
