Date,AssetPrice,AssetPriceUSD,GoldPrice,Ratio
1986-06-02,1369.5,587.4797,345.1,1.70234639
1986-06-03,1329.3,583.0806,345.3,1.68862024
1986-06-04,1345.7,588.8293,344.8,1.70774166
1986-06-05,1355.6,604.0430,344.6,1.75288157
1986-06-06,1366.5,611.0658,344.8,1.77223271
1986-06-09,1394.4,621.7597,354.2,1.75539154
1986-06-10,1384.1,621.6253,351.2,1.77000374
1986-06-11,1386.4,624.5013,351.7,1.77566480
1986-06-12,1408.9,635.7169,349.8,1.81737259
1986-06-13,1420.8,641.4496,348.8,1.83901839
1986-06-16,1449.3,656.6137,337.5,1.94552201
1986-06-18,1422.2,632.9195,340.5,1.85879432
1986-06-19,1400.7,625.4282,340.9,1.83463842
1986-06-20,1386,615.3213,342.7,1.79550998
1986-06-23,1397,619.4191,343.3,1.80430839
1986-06-24,1368.3,614.0395,345.2,1.77879350
1986-06-25,1362,612.8836,347.1,1.76572640
1986-06-26,1361.4,611.1519,346.6,1.76327723
1986-06-27,1381.3,624.9584,346.9,1.80155201
1986-06-30,1357.5,615.0232,347.7,1.76883279
1986-07-01,1342.8,615.2975,345.8,1.77934507
1986-07-02,1354.9,617.1704,344.9,1.78941842
1986-07-03,1342.8,616.0527,344.9,1.78617786
1986-07-04,1354.9,621.6040,344.9,1.80227315
1986-07-07,1284.5,586.6787,345.9,1.69609345
1986-07-08,1289,589.2613,351.2,1.67785104
1986-07-09,1297.1,591.3725,349.6,1.69156893
1986-07-10,1327,608.3290,348.6,1.74506324
1986-07-11,1339,609.9278,347.8,1.75367397
1986-07-14,1342.2,613.8560,346.4,1.77210150
1986-07-15,1309.6,602.8299,349.1,1.72681163
1986-07-16,1271.4,589.6012,348.7,1.69085530
1986-07-17,1290.3,599.1576,348.7,1.71826104
1986-07-18,1290.5,603.8033,356.5,1.69369781
1986-07-21,1257.5,591.1921,355.6,1.66251997
1986-07-22,1248.6,582.4753,353.7,1.64680601
1986-07-23,1269.1,593.2066,349,1.69973231
1986-07-24,1292.2,602.6827,349.3,1.72540128
1986-07-25,1306.1,606.8951,348.2,1.74294980
1986-07-28,1289.9,608.4689,355.1,1.71351424
1986-07-29,1285.9,607.1738,358.6,1.69317835
1986-07-30,1292.4,609.5821,358.6,1.69989437
1986-07-31,1288.6,613.7194,369.7,1.66004718
1986-08-01,1282.6,613.6817,367.5,1.66988218
1986-08-04,1294.3,619.2798,367,1.68741080
1986-08-05,1320.7,630.0881,366.1,1.72108189
1986-08-06,1324,633.2195,367.5,1.72304613
1986-08-07,1337.3,645.1871,369.3,1.74705415
1986-08-08,1392,670.5810,382.5,1.75315289
1986-08-11,1415.6,684.9175,398.5,1.71873913
1986-08-12,1415.9,679.3436,392.4,1.73125276
1986-08-13,1437.9,692.4723,391.7,1.76786381
1986-08-14,1439.2,695.7474,393.7,1.76720188
1986-08-15,1425.9,689.1720,390.2,1.76620194
1986-08-18,1442.7,694.6363,382.8,1.81461948
1986-08-19,1472.7,713.2975,381,1.87217200
1986-08-20,1447.4,704.5218,385.1,1.82945148
1986-08-21,1466.1,715.7229,390.6,1.83236784
1986-08-22,1469.1,716.4363,379.5,1.88784265
1986-08-25,1483.3,724.1196,386.5,1.87353066
1986-08-26,1464.6,712.3697,385.6,1.84743173
1986-08-27,1484.5,723.7187,386.3,1.87346286
1986-08-28,1479.7,719.7142,392,1.83600559
1986-08-29,1497.5,733.5785,393.3,1.86518804
1986-09-01,1502.7,736.1258,393.3,1.87166482
1986-09-02,1506,739.0513,411.5,1.79599356
1986-09-03,1488.6,732.4153,410.3,1.78507258
1986-09-04,1486.1,730.0455,415.5,1.75702887
1986-09-05,1497.6,729.1863,428.3,1.70251300
1986-09-08,1478,711.2549,416.4,1.70810486
1986-09-09,1467.4,710.3554,414.4,1.71417799
1986-09-10,1479.8,714.9205,409.8,1.74455961
1986-09-11,1478,704.3781,413,1.70551596
1986-09-12,1456.2,704.4868,421.5,1.67138034
1986-09-15,1456.9,708.1030,422.3,1.67677723
1986-09-16,1449.6,705.3703,420.2,1.67865365
1986-09-17,1420.6,698.3045,418.8,1.66739368
1986-09-18,1398,700.4903,422.6,1.65757295
1986-09-19,1410.6,706.0825,441,1.60109418
1986-09-22,1417.2,695.6187,445.2,1.56248594
1986-09-23,1447,703.2913,436,1.61305341
1986-09-24,1436.1,699.2418,436,1.60376553
1986-09-25,1438.7,701.0962,438.8,1.59775796
1986-09-26,1416.5,690.2779,431.5,1.59971694
1986-09-29,1410.6,694.3986,427.1,1.62584555
1986-09-30,1408,692.4708,429.8,1.61114662
1986-10-01,1443,711.8238,429.2,1.65848982
1986-10-02,1449,720.1178,441.1,1.63254999
1986-10-03,1444.7,720.4184,437.5,1.64667062
1986-10-06,1440.8,721.7886,442.8,1.63005560
1986-10-07,1454.6,724.6858,444.8,1.62923967
1986-10-08,1443.4,720.7295,442.4,1.62913547
1986-10-09,1440.4,716.7276,433,1.65525997
1986-10-10,1429.5,717.3702,434.5,1.65102473
1986-10-13,1421.7,713.4559,437.2,1.63187546
1986-10-14,1433.2,723.6237,430.5,1.68089136
1986-10-15,1418.4,716.4413,428.7,1.67119498
1986-10-16,1420.9,717.2682,427.4,1.67821280
1986-10-17,1399.8,706.7600,422.2,1.67399348
1986-10-20,1395.1,699.6792,428.9,1.63133413
1986-10-21,1406.8,705.4751,427.9,1.64869161
1986-10-22,1401.7,703.9210,428.7,1.64198965
1986-10-23,1410.6,705.0007,417.5,1.68862441
1986-10-24,1429.1,701.2405,409.7,1.71159515
1986-10-27,1420.6,691.8400,410.3,1.68618093
1986-10-28,1400.7,686.8753,413.9,1.65952000
1986-10-29,1384.1,680.0088,407.3,1.66955276
1986-10-30,1410.2,685.1168,409.9,1.67142431
1986-10-31,1426.3,690.0946,405.5,1.70183621
1986-11-03,1432.7,692.1656,406.8,1.70148867
1986-11-04,1437.4,696.4941,411.1,1.69422053
1986-11-05,1424.2,687.9863,408.5,1.68417688
1986-11-06,1429.4,691.3752,412.4,1.67646756
1986-11-07,1429.9,690.3011,410.6,1.68120090
1986-11-10,1425.7,694.7611,407.5,1.70493530
1986-11-11,1412.4,688.2799,409.3,1.68160245
1986-11-12,1403,691.6616,409.4,1.68945200
1986-11-13,1411.3,699.7222,409.5,1.70872325
1986-11-14,1408.8,701.5080,398.8,1.75904705
1986-11-17,1396.3,691.4285,389.3,1.77608136
1986-11-18,1402.9,694.9836,394.5,1.76168218
1986-11-20,1412,700.8634,391.7,1.78928611
1986-11-21,1435,707.8041,379.3,1.86607989
1986-11-24,1451.7,716.7835,382.4,1.87443386
1986-11-25,1456.9,728.7368,385.6,1.88987756
1986-11-26,1456.9,729.4817,387.1,1.88447866
1986-11-27,1461.7,731.8851,387.1,1.89068739
1986-11-28,1466.3,741.0107,394.8,1.87692675
1986-12-01,1453.1,737.1632,397.5,1.85449851
1986-12-02,1452.7,734.2863,392.9,1.86888858
1986-12-03,1470.4,743.3834,395.8,1.87817934
1986-12-04,1460.2,730.8354,391.7,1.86580390
1986-12-05,1463.9,729.6185,392.9,1.85700810
1986-12-08,1455.9,722.2815,393.7,1.83459861
1986-12-09,1455.3,718.5610,390.4,1.84057640
1986-12-10,1452.8,720.0007,393.1,1.83159689
1986-12-11,1448.1,716.1166,393.7,1.81893979
1986-12-12,1444.2,713.8926,395.8,1.80367003
1986-12-15,1436.3,709.7672,398.4,1.78154413
1986-12-16,1447,714.6108,396.3,1.80320674
1986-12-17,1437,710.7009,395.3,1.79787726
1986-12-18,1429.9,709.5289,397.8,1.78363228
1986-12-19,1428.2,709.7807,395.8,1.79328122
1986-12-22,1421.6,716.3132,396.3,1.80750234
1986-12-23,1435.6,728.1385,391.5,1.85986856
1986-12-29,1434.3,736.2060,391.9,1.87855574
1986-12-30,1432.3,733.7148,392.4,1.86981339
1987-01-02,1413.2,734.6967,404,1.81855608
1987-01-05,1421.9,734.2033,405,1.81284762
1987-01-06,1434.3,744.7861,402.2,1.85178056
1987-01-07,1418,733.3495,404.3,1.81387466
1987-01-08,1382.3,717.4308,403.9,1.77625854
1987-01-09,1348.7,700.9574,407.5,1.72014091
1987-01-12,1336.4,704.5408,410.2,1.71755437
1987-01-13,1326.7,705.1250,412.3,1.71022316
1987-01-14,1331.2,722.9670,419.2,1.72463513
1987-01-15,1353.4,732.6710,417,1.75700479
1987-01-16,1356.8,733.2629,417.3,1.75716010
1987-01-19,1328.3,717.8605,423.3,1.69586700
1987-01-20,1330.5,721.6345,408.2,1.76784541
1987-01-21,1332.3,719.0004,408.8,1.75880736
1987-01-22,1336.8,734.6888,408.9,1.79674434
1987-01-23,1347.8,735.9793,405.3,1.81588774
1987-01-26,1309,715.7961,411.3,1.74032606
1987-01-27,1294.8,715.0486,419.8,1.70330774
1987-01-28,1249.9,696.8990,414.7,1.68048948
1987-01-29,1272.9,710.2436,416.6,1.70485745
1987-01-30,1294.5,704.1607,408.9,1.72208526
1987-02-02,1276.4,704.2999,404.8,1.73987130
1987-02-03,1241.2,688.1770,407.2,1.69002218
1987-02-04,1216.3,668.5256,406.2,1.64580413
1987-02-05,1229.6,666.0912,412,1.61672627
1987-02-06,1250.7,672.0219,407.4,1.64953834
1987-02-09,1269.9,696.6877,407.2,1.71092264
1987-02-10,1264,700.9476,406.2,1.72562193
1987-02-11,1253.6,687.8093,405.5,1.69620062
1987-02-12,1265.6,691.4167,398.3,1.73591950
1987-02-13,1277.5,696.1543,400.7,1.73734544
1987-02-16,1260.3,686.7814,400.7,1.71395418
1987-02-17,1232.9,677.5236,394.9,1.71568389
1987-02-18,1249,681.1984,395.3,1.72324416
1987-02-19,1276.8,693.8144,402.7,1.72290641
1987-02-20,1265.4,690.2723,408.7,1.68894616
1987-02-23,1242.9,677.0454,404.6,1.67336969
1987-02-24,1239.9,673.8897,404.6,1.66557020
1987-02-25,1251,681.8415,405.2,1.68272821
1987-02-26,1243.9,680.3249,408.5,1.66542201
1987-02-27,1244.4,678.9441,407.4,1.66652946
1987-03-02,1236.5,672.8637,405.6,1.65893410
1987-03-03,1244,676.3725,409.1,1.65331823
1987-03-04,1256.7,681.6070,412.2,1.65358314
1987-03-05,1273.6,693.1825,408.8,1.69565200
1987-03-06,1262.8,684.3990,407.8,1.67827109
1987-03-09,1275.2,685.6426,406.5,1.68669760
1987-03-10,1264,678.7158,408.3,1.66229694
1987-03-11,1253.4,668.0254,408.3,1.63611418
1987-03-12,1250.2,669.8356,409.9,1.63414396
1987-03-13,1243.1,668.8917,405,1.65158443
1987-03-16,1238.4,671.9980,406.6,1.65272513
1987-03-17,1220.8,662.0107,406.8,1.62736172
1987-03-18,1214.4,659.1611,406,1.62354949
1987-03-19,1179.8,641.4664,406.1,1.57957756
1987-03-20,1196.1,650.2066,406.3,1.60031152
1987-03-23,1217.3,666.6479,410.8,1.62280413
1987-03-24,1235.6,676.1644,414.1,1.63285301
1987-03-25,1240.5,677.1968,413.3,1.63851153
1987-03-26,1270.5,692.8595,416.3,1.66432729
1987-03-27,1306.8,714.5931,427.5,1.67156278
1987-03-30,1296.8,717.0150,425.9,1.68352908
1987-03-31,1301.7,720.3233,422.7,1.70410053
1987-04-01,1332.5,729.5322,422.5,1.72670348
1987-04-02,1334.3,733.1783,422.2,1.73656643
1987-04-03,1335.3,729.1536,423.9,1.72010747
1987-04-06,1358.2,741.7278,422.6,1.75515326
1987-04-07,1331.3,726.7651,426.2,1.70522082
1987-04-08,1337.4,724.9666,424.1,1.70942379
1987-04-09,1327.4,725.6541,436.5,1.66243783
1987-04-10,1298,716.4839,436.7,1.64067769
1987-04-13,1282.2,705.9924,440.8,1.60161623
1987-04-14,1300,718.9838,454.6,1.58157447
1987-04-15,1312.1,724.2670,446.5,1.62209858
1987-04-16,1323.3,728.3519,447.3,1.62832970
1987-04-21,1312.6,720.3149,451,1.59715066
1987-04-22,1343.7,734.3588,452.5,1.62289233
1987-04-23,1336.1,734.8506,463.4,1.58578023
1987-04-24,1315.2,732.2320,465.5,1.57300104
1987-04-27,1282.1,716.9502,446,1.60751173
1987-04-28,1310.5,727.4711,454.7,1.59989251
1987-04-29,1314.4,731.1145,453.5,1.61215997
1987-04-30,1308.1,725.2694,456.5,1.58876100
1987-05-04,1309.6,736.0779,465.2,1.58228272
1987-05-05,1311.4,739.2353,460.8,1.60424319
1987-05-06,1326.7,745.8927,460.8,1.61869076
1987-05-07,1328.9,745.2950,459.6,1.62161672
1987-05-08,1325,738.4333,456.7,1.61688920
1987-05-11,1323.4,734.6320,457.7,1.60505143
1987-05-12,1314.1,732.2243,461.5,1.58661812
1987-05-13,1324.9,738.1066,460,1.60457957
1987-05-14,1312.5,732.3393,465.6,1.57289377
1987-05-15,1310.8,734.7418,476.2,1.54292691
1987-05-18,1294.8,725.7733,472.8,1.53505356
1987-05-19,1299.2,728.5054,478.3,1.52311386
1987-05-20,1271,714.3823,473.3,1.50936464
1987-05-21,1283.2,719.7961,470.3,1.53050405
1987-05-22,1283.3,719.3272,464.6,1.54827214
1987-05-25,1280.7,717.8699,464.6,1.54513530
1987-05-26,1293,713.3273,451.8,1.57885643
1987-05-27,1306.4,715.7771,448.5,1.59593547
1987-05-29,1316.4,719.6407,456,1.57815944
1987-06-01,1328.9,722.5333,451.6,1.59994083
1987-06-02,1310.7,724.4324,461.8,1.56871468
1987-06-03,1311.8,723.6319,455.5,1.58865405
1987-06-04,1306.3,716.2566,458.2,1.56319639
1987-06-05,1308.2,719.0374,458.8,1.56721326
1987-06-09,1302.5,725.1613,462.8,1.56689998
1987-06-10,1303.8,723.7519,461.3,1.56893971
1987-06-11,1311.3,729.0550,468.3,1.55681185
1987-06-12,1313.2,722.6585,458.9,1.57476246
1987-06-15,1339.3,731.8171,456.7,1.60240231
1987-06-16,1346.3,734.8160,451.9,1.62605894
1987-06-19,1377.7,750.8272,448.7,1.67333906
1987-06-22,1390.4,753.0566,440.8,1.70838615
1987-06-23,1401.6,762.1325,443.8,1.71728818
1987-06-24,1371,750.1199,446.4,1.68037623
1987-06-25,1395,760.7548,443.8,1.71418380
1987-06-26,1408.6,769.0357,450.1,1.70858852
1987-06-29,1397.8,761.4241,449.4,1.69431266
1987-06-30,1382.6,754.9115,452.2,1.66941948
1987-07-01,1383,753.9985,449.4,1.67778929
1987-07-02,1400,761.9783,448.8,1.69781259
1987-07-03,1419.3,769.2172,448.8,1.71394198
1987-07-06,1408.1,763.2191,450.3,1.69491250
1987-07-07,1414.2,766.5254,446.1,1.71828160
1987-07-08,1419.2,768.4373,446.8,1.71986871
1987-07-09,1411.3,765.4587,446.8,1.71320205
1987-07-10,1419.8,767.3829,446,1.72058956
1987-07-13,1431,774.2412,448.6,1.72590552
1987-07-14,1440.5,776.5824,449.5,1.72765834
1987-07-15,1462.2,796.3552,455.3,1.74907803
1987-07-16,1455.8,790.1156,455.4,1.73499243
1987-07-17,1472.6,790.1231,449.3,1.75856463
1987-07-20,1483.8,794.4634,452.3,1.75649658
1987-07-21,1472.9,787.3470,453.7,1.73539130
1987-07-22,1460.3,781.2836,455.7,1.71446919
1987-07-23,1443.8,776.0730,455.7,1.70303499
1987-07-24,1459.7,785.2913,454.5,1.72781371
1987-07-27,1454.5,781.7502,454.2,1.72115842
1987-07-28,1468.9,788.6636,457,1.72574088
1987-07-29,1478.1,793.2253,468.8,1.69203340
1987-07-30,1501.9,806.9191,473.3,1.70487866
1987-07-31,1510.5,810.2266,475.1,1.70538125
1987-08-03,1507.4,806.0975,488.3,1.65082427
1987-08-04,1520.2,801.4389,488.9,1.63926956
1987-08-05,1536.7,816.1089,477.6,1.70877075
1987-08-06,1550.2,820.4251,478.6,1.71421876
1987-08-07,1559.5,822.7157,464.8,1.77004244
1987-08-10,1553,817.4604,470.6,1.73705984
1987-08-11,1559.3,819.3415,474.2,1.72783944
1987-08-12,1548.9,816.0942,473,1.72535764
1987-08-13,1542.8,815.3255,467.8,1.74289334
1987-08-14,1563.1,830.7688,461.2,1.80131993
1987-08-17,1570.3,834.2743,463.1,1.80149927
1987-08-18,1552.7,839.2930,467.7,1.79451145
1987-08-19,1530,828.5874,467.3,1.77313792
1987-08-20,1544.2,842.4359,462.2,1.82266529
1987-08-21,1546.7,848.2283,465.7,1.82140505
1987-08-24,1536.1,843.1220,469.3,1.79655237
1987-08-25,1529.6,836.7389,465.8,1.79634800
1987-08-26,1536.6,839.3896,465.8,1.80203873
1987-08-27,1531.8,842.2500,463.7,1.81636823
1987-08-28,1540.2,848.5224,461.3,1.83941549
1987-08-31,1537.8,846.8070,458.7,1.84610210
1987-09-01,1547.7,851.1507,462.8,1.83913294
1987-09-02,1537.2,850.1706,473.4,1.79588221
1987-09-03,1516.8,843.3086,471.7,1.78780715
1987-09-04,1500.2,832.9288,470.8,1.76917762
1987-09-07,1471.8,817.1608,470.8,1.73568566
1987-09-08,1481.4,824.0057,465.5,1.77015187
1987-09-09,1491.9,827.7866,464.5,1.78210249
1987-09-10,1507.2,831.9604,470.6,1.76787167
1987-09-11,1509.9,836.6160,464.3,1.80188667
1987-09-14,1531.1,839.9862,463.8,1.81109583
1987-09-15,1524.8,837.2316,465.9,1.79702001
1987-09-16,1515.4,831.9928,465.1,1.78884718
1987-09-17,1509.7,828.5546,466.9,1.77458689
1987-09-18,1502.6,829.6517,465.3,1.78304691
1987-09-21,1496.9,822.4481,469.3,1.75249976
1987-09-22,1495.7,819.3417,468.9,1.74736970
1987-09-23,1503.1,822.6268,468.7,1.75512446
1987-09-24,1498.3,820.0765,468.7,1.74968309
1987-09-25,1492.6,817.3382,466.6,1.75168927
1987-09-28,1493.2,815.9108,466.4,1.74937995
1987-09-29,1505.3,815.8265,464.4,1.75673241
1987-09-30,1500.2,811.7585,458.8,1.76930801
1987-10-01,1520,820.6848,459.7,1.78526175
1987-10-02,1543.1,835.0506,460.3,1.81414428
1987-10-05,1538.1,832.2662,462.8,1.79832803
1987-10-06,1525.2,828.5613,462.7,1.79070948
1987-10-07,1517.6,828.7002,463.4,1.78830437
1987-10-08,1519.8,831.5334,466.5,1.78249390
1987-10-09,1478.9,812.8608,466.9,1.74097404
1987-10-12,1480.2,813.5753,466.7,1.74325115
1987-10-13,1500.9,821.8832,464,1.77130009
1987-10-14,1497.4,824.3306,465.8,1.76970939
1987-10-15,1460.6,808.6274,467.8,1.72857498
1987-10-16,1458.5,807.2410,476.3,1.69481638
1987-10-19,1321.6,741.3361,486.8,1.52287610
1987-10-20,1302.8,718.5340,467.5,1.53697113
1987-10-21,1379.5,758.5088,471.7,1.60803226
1987-10-22,1287.6,707.7149,473.2,1.49559358
1987-10-23,1292.7,721.2254,476.7,1.51295444
1987-10-26,1193.3,670.5269,479.4,1.39867947
1987-10-27,1225.5,693.0065,478.8,1.44738210
1987-10-28,1142.2,649.5805,480.5,1.35188453
1987-10-29,1104.4,637.0615,468.7,1.35920961
1987-10-30,1177.4,679.2912,471.2,1.44161975
1987-11-02,1163.9,677.6320,472.5,1.43414173
1987-11-03,1130,656.9707,470.6,1.39602783
1987-11-04,1097.5,639.7590,468.2,1.36642237
1987-11-05,1093.4,653.1900,459.2,1.42245205
1987-11-06,1067.4,635.6385,462.1,1.37554310
1987-11-09,1012.1,607.3645,463.3,1.31095301
1987-11-10,945.9,566.4286,462.4,1.22497538
1987-11-11,988.2,591.7589,463.1,1.27782102
1987-11-12,1061.6,623.1743,464.7,1.34102493
1987-11-13,1075.9,635.5843,465.6,1.36508658
1987-11-16,1082.7,633.7335,464.3,1.36492243
1987-11-17,1063.4,626.2426,465.8,1.34444532
1987-11-19,1055.6,626.3987,465.8,1.34478037
1987-11-20,1027.3,608.9750,470.3,1.29486503
1987-11-23,1037.3,620.1535,476,1.30284356
1987-11-24,1080.4,638.6293,475.4,1.34335160
1987-11-25,1067.2,637.7565,476.9,1.33729615
1987-11-26,1058.7,632.6770,476.9,1.32664490
1987-11-27,1052.6,634.4135,492.3,1.28867248
1987-11-30,1022.8,621.7345,497.2,1.25047157
1987-12-01,1030.2,623.2304,496.2,1.25600637
1987-12-02,1044.8,630.0863,493.7,1.27625330
1987-12-03,1037.9,623.6432,493.8,1.26294694
1987-12-04,1003.5,599.5356,487.8,1.22906031
1987-12-07,999.2,596.1492,486.5,1.22538375
1987-12-08,1016.7,607.4219,488.6,1.24318847
1987-12-09,1016.1,608.8298,489.4,1.24403310
1987-12-10,1032.3,629.0399,497.2,1.26516476
1987-12-11,1017.3,621.7200,502,1.23848612
1987-12-14,1009.8,617.3429,500.4,1.23369894
1987-12-15,1033.1,631.8516,487.2,1.29690384
1987-12-16,1051.2,642.7604,490.1,1.31148827
1987-12-17,1040.7,639.6392,489.7,1.30618576
1987-12-18,1029.9,628.4726,484,1.29849720
1987-12-21,1045.7,637.9538,483.7,1.31890393
1987-12-22,1048.6,642.0821,487.9,1.31601161
1987-12-23,1049.8,639.5963,486.5,1.31468926
1987-12-28,1009.6,630.4870,491.1,1.28382616
1987-12-29,992,619.8003,489.4,1.26644930
1987-12-30,1000,625.5656,485.5,1.28849767
1988-01-04,943.88,593.9818,480.5,1.23617449
1988-01-05,1004.34,615.4942,483.2,1.27378756
1988-01-06,1020.16,616.8436,485.3,1.27105625
1988-01-07,1009.01,613.8678,483.1,1.27068468
1988-01-08,1025.28,619.4152,485.5,1.27582947
1988-01-11,989.57,602.7491,483.6,1.24637941
1988-01-12,989.49,603.4086,482.3,1.25110645
1988-01-13,964.61,588.8775,481.6,1.22275235
1988-01-14,965.64,588.1239,488.2,1.20467821
1988-01-15,958.15,568.8653,474.5,1.19887309
1988-01-18,997.96,592.5010,476.8,1.24266141
1988-01-19,982.38,584.5066,478.2,1.22230580
1988-01-20,956.78,574.0201,476.8,1.20390113
1988-01-21,958.71,574.4427,478.8,1.19975499
1988-01-22,971.39,578.1167,477.8,1.20995539
1988-01-25,967.08,574.8099,469.5,1.22430229
1988-01-26,964.14,573.3582,474.8,1.20757842
1988-01-27,951.79,567.9118,472.2,1.20269334
1988-01-28,931.18,556.9950,471.5,1.18132550
1988-01-29,935.57,555.8419,458.5,1.21230521
1988-02-01,958.69,564.9704,458.4,1.23248346
1988-02-02,953.55,565.2566,458.3,1.23337689
1988-02-03,981.56,579.8031,442.5,1.31028946
1988-02-04,984.89,581.0148,448.2,1.29632921
1988-02-05,980.46,575.5941,443.2,1.29872311
1988-02-08,984.42,579.1268,444,1.30433973
1988-02-09,988.12,579.3837,444.9,1.30227848
1988-02-10,996.39,587.7480,443.9,1.32405494
1988-02-11,1029.4,606.8514,443.2,1.36924958
1988-02-12,1032.98,601.1452,448.7,1.33974863
1988-02-15,1042.85,606.8891,448.7,1.35254977
1988-02-16,1062.17,620.0332,447.6,1.38523945
1988-02-17,1054.51,616.2087,449.2,1.37179143
1988-02-18,1045.28,609.4256,445.8,1.36703803
1988-02-19,1050.85,613.6401,448,1.36973244
1988-02-22,1066.04,626.9252,447.6,1.40063728
1988-02-23,1070.4,630.8028,444.3,1.41976772
1988-02-24,1074.83,632.2045,434.1,1.45635672
1988-02-25,1096.05,644.0134,434.7,1.48151223
1988-02-26,1077.69,636.8071,431.1,1.47716783
1988-02-29,1079.55,637.5749,431.9,1.47620964
1988-03-01,1085.48,642.1317,432.4,1.48504084
1988-03-02,1080.75,636.2944,432.2,1.47222206
1988-03-03,1084.54,637.4722,429.1,1.48560281
1988-03-04,1076.96,635.5497,438.8,1.44838134
1988-03-07,1081.44,642.9487,438.6,1.46591140
1988-03-08,1072.78,640.9266,436.6,1.46799491
1988-03-09,1076.61,643.6001,437.5,1.47108598
1988-03-10,1085.64,650.0529,444.5,1.46243627
1988-03-11,1074.64,644.7302,442.6,1.45668810
1988-03-14,1073.04,643.1667,443.1,1.45151599
1988-03-15,1088.02,651.3111,447.5,1.45544383
1988-03-16,1101.55,657.1013,446.5,1.47167139
1988-03-17,1107.49,652.8870,444.9,1.46749156
1988-03-18,1122.07,659.4169,445.2,1.48116992
1988-03-21,1112.47,655.8797,450.2,1.45686291
1988-03-22,1106.96,651.6690,449.6,1.44944168
1988-03-23,1104.09,650.8262,452,1.43988092
1988-03-24,1090.56,647.4787,454.3,1.42522277
1988-03-25,1061.55,631.5035,453.3,1.39312479
1988-03-28,1044.28,627.0496,455.9,1.37541041
1988-03-29,1066.31,639.2964,459.8,1.39037933
1988-03-30,1065.36,638.5090,461.3,1.38415124
1988-03-31,1063.17,640.1862,457.9,1.39809165
1988-04-05,1061.2,633.8454,456.2,1.38940245
1988-04-06,1075.6,640.7416,451.3,1.41976857
1988-04-07,1084.73,643.8510,452.7,1.42224647
1988-04-08,1076.42,641.6703,453.7,1.41430533
1988-04-11,1097.01,648.5598,454.7,1.42634655
1988-04-12,1093.63,646.0023,453.7,1.42385350
1988-04-13,1094.35,644.3014,449.6,1.43305474
1988-04-14,1097.94,658.3160,456.5,1.44209426
1988-04-15,1073.04,644.1543,458.5,1.40491664
1988-04-18,1073.91,646.0493,461.7,1.39928363
1988-04-19,1083.14,649.4421,460.4,1.41060397
1988-04-20,1071.21,641.9603,459,1.39860635
1988-04-21,1066.2,638.8489,457.2,1.39730723
1988-04-22,1069.03,637.3197,452.4,1.40875264
1988-04-25,1062.95,631.7928,450.1,1.40367214
1988-04-26,1055.1,627.9901,451.3,1.39151366
1988-04-27,1062.45,632.4734,454.3,1.39219336
1988-04-28,1053.54,629.4856,452.6,1.39082106
1988-04-29,1054.46,627.8788,452.6,1.38727079
1988-05-02,1051.13,624.3911,447.2,1.39622338
1988-05-03,1038.59,617.4731,445.1,1.38726830
1988-05-04,1051.82,624.3170,446.6,1.39793318
1988-05-05,1037.62,616.1537,447,1.37841988
1988-05-06,1037.47,615.5872,445.3,1.38241009
1988-05-09,1019.36,604.2683,448.8,1.34640877
1988-05-10,1009.03,599.3829,451.6,1.32724291
1988-05-11,1002.41,595.9118,451.2,1.32072643
1988-05-13,1017.84,602.9509,453.7,1.32896381
1988-05-16,1053.86,622.1332,456,1.36432717
1988-05-17,1048.39,613.3829,456.4,1.34395903
1988-05-18,1037.67,606.7395,458.1,1.32446965
1988-05-19,1008.03,591.0064,458.2,1.28984368
1988-05-20,1009.37,590.9147,458.7,1.28823779
1988-05-24,1030.91,603.8411,461.1,1.30956642
1988-05-25,1045.63,611.1800,454.8,1.34384349
1988-05-26,1045.01,610.1230,458.7,1.33011342
1988-05-27,1055.57,612.5105,456,1.34322476
1988-05-30,1070,620.8837,456,1.36158710
1988-05-31,1083.36,624.7587,459.8,1.35876178
1988-06-01,1096.47,633.5524,462.4,1.37013923
1988-06-03,1102.25,636.3286,469.3,1.35590998
1988-06-06,1111.23,645.3194,468.1,1.37859303
1988-06-07,1096.01,637.0972,464.8,1.37069100
1988-06-08,1105.96,641.6935,460.7,1.39286630
1988-06-09,1125.7,652.5714,461.7,1.41340994
1988-06-10,1119.15,649.0032,453.3,1.43172998
1988-06-13,1120.71,647.6731,453.8,1.42722150
1988-06-14,1117.19,637.4134,454.6,1.40214130
1988-06-15,1135.82,645.9521,455.8,1.41718330
1988-06-16,1118.85,636.1295,453.9,1.40147504
1988-06-20,1108.92,628.1024,454.5,1.38196354
1988-06-21,1125.06,638.2222,455.4,1.40145404
1988-06-22,1141.33,639.8656,453,1.41250685
1988-06-23,1137.74,635.1770,450.9,1.40868715
1988-06-24,1143.5,628.2196,446,1.40856414
1988-06-27,1129.15,619.1236,445.9,1.38848077
1988-06-28,1120.09,617.4202,440.5,1.40163505
1988-06-29,1133.84,617.9849,438.3,1.40995874
1988-06-30,1140.49,625.8662,437.7,1.42989768
1988-07-01,1163.52,637.3741,439.6,1.44989552
1988-07-04,1168.15,639.9104,439.6,1.45566509
1988-07-05,1178.52,644.3256,440.3,1.46337872
1988-07-06,1199.96,656.7223,440.7,1.49017995
1988-07-07,1188.59,652.5051,441.1,1.47926801
